Symbol,Company Name,Short Name,Industry,Description,Website Logo,CEO,Exchange,Market Cap,Sector,Tag 1,Tag 2,Tag 3,OTC
SPYX,SPDR S&P 500 Fossil Fuel Free ETF,,,,,,,,,,,,F
SQ,Square Inc. Class A,Square,Application Software,Square Inc is a software company offering solutions ranging from payments and point-of-sale services to financial and marketing services. It offers a free software app with its hardware to turn mobile devices into powerful POS solutions in minutes.,,Jack Dorsey,New York Stock Exchange,30119165475.0,Technology,Technology,Software - Application,Application Software,F
SQEW,LeaderShares Equity Skew ETF,,,,,,,,,,,,F
SQFT,"Presidio Property Trust, Inc. Class A Common Stock",,,,,,,,,,,,F
SQFTP,"Presidio Property Trust, Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",,,,,,,,,,,,F
SQL,SeqLL Inc. Common stock,,,,,,,,,,,,F
SQLV,Royce Quant Small-Cap Quality Value ETF,,,,,,,,,,,,F
SQM,Sociedad Quimica y Minera S.A.,Sociedad Quimica y Minera S.A.,Chemicals,"Sociedad Quimica Y Minera De Chile SA is an integrated producer of potassium nitrate and iodine chemicals. It also produces plant nutrients, potassium chloride, potassium sulfate and certain industrial chemicals including industrial nitrates.",,Patricio T. de Solminihac,New York Stock Exchange,11225331749.0,Basic Materials,Basic Materials,Chemicals,,F
SQNS,Sequans Communications S.A. American Depositary Shares each representing one,Sequans Communications S.A. American Depositary Shares each representing one,Semiconductors,"Sequans Communications SA is a fabless designer, developer and supplier of 4G LTE & WiMAX semiconductor solutions for wireless mobile broadband applications, with a specific focus on the single-mode device market.",,Georges Karam,New York Stock Exchange,94586764.0,Technology,Technology,Semiconductors,,F
SQQQ,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ,,"The investment seeks daily investment results, before fees and expenses, that correspond to three times the inverse (-3x) of the daily performance of the NASDAQ-100 Index?.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index includes 100 of the largest domestic and international non-financial companies listed on the Nasdaq Stock Market based on market capitalization. The fund is non-diversified.",,,NASDAQ Global Market,884160928.0,,,,,F
SQSP,"Squarespace, Inc.",,,,,,,,,,,,F
SQZ,SQZ Biotechnologies Company,,,,,,,,,,,,F
SR,Spire Inc.,Spire,Utilities - Regulated,"Spire Inc, along with its subsidiaries is engaged in the purchase, retail distribution and sale of natural gas. The Company is also indulged in marketing of natural gas and related activities on a non-regulated basis.",,Suzanne Sitherwood,New York Stock Exchange,3990103456.0,Utilities,Utilities,Utilities - Regulated Gas,Utilities - Regulated,F
SRAD,Sportradar Group AG Class A Ordinary Shares,,,,,,,,,,,,F
SRAX,Social Reality Inc.,Social Reality,Advertising & Marketing Services,"Social Reality Inc is an advertising technology company providing the tools to automate digital marketers and content owners' campaigns across digital channels for brands in the healthcare, CPG, automotive, wellness and lifestyle verticals.",,Chris Miglino,NASDAQ Capital Market,31919990.0,Consumer Cyclical,Consumer Cyclical,Advertising Agencies,Advertising & Marketing Services,F
SRC,Spirit Realty Capital Inc.,Spirit Realty Capital,REITs,"Spirit Realty Capital Inc is a self-administered & self-managed REIT. It invests in single-tenant, operationally essential real estate leased on a long-term, triple-net basis to tenants operating within retail, office & industrial property types.",,Jackson Hsieh,New York Stock Exchange,3387778506.0,Real Estate,Real Estate,REIT - Diversified,REITs,F
SRCE,1st Source Corporation,1st Source,Banks,"1st Source Corp through its subsidiary offers commercial, agricultural, and real estate loans, consumer services, trust and wealth advisory services, and specialty finance group services.",,Christopher J. Murphy,Nasdaq Global Select,1180894742.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
SRCL,Stericycle Inc.,Stericycle,Waste Management,"Stericycle Inc is engaged in providing regulated and compliance solutions to healthcare and commercial businesses. This includes the collection and processing of specialized waste for disposal, and a variety of training, and consulting.",,Charles Alutto,Nasdaq Global Select,4078580372.0,Industrials,Industrials,Waste Management,,F
SRDX,Surmodics Inc.,Surmodics,Medical Diagnostics & Research,Surmodics Inc is a provider of surface modification and in vitro diagnostic technologies to the healthcare industry.,,Gary Maharaj,Nasdaq Global Select,715192156.0,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research,F
SRE,Sempra Energy,Sempra Energy,Utilities - Regulated,"Sempra Energy is engaged in distributing natural gas and electricity in Southern California. Its non-California affiliates operates merchant gas and renewable power plants, LNG facilities and gas pipes and storage, as well as gas and electric utilities.",,Jeffrey W. Martin,New York Stock Exchange,31982670145.0,Utilities,Utilities,Utilities - Diversified,Utilities - Regulated,F
SREA,Sempra 5.750% Junior Subordinated Notes due 2079,,,,,,,,,,,,F
SRET,Global X Funds Global X SuperDividend REIT ETF,,,,,,,,,,,,F
SRG,Seritage Growth Properties Class A,Seritage Growth Properties,REITs,"Seritage Growth Properties is a self-administered, self-managed REIT engaged in the real estate property business through its investment in Seritage Growth Properties, L.P. It generates a majority of its revenue from tenants.",,Benjamin W. Schall,New York Stock Exchange,2272870036.0,Real Estate,Real Estate,REIT - Retail,REITs,F
SRGA,"Surgalign Holdings, Inc. Common Stock",,,,,,,,,,,,F
SRHBY,Starhub Ltd Unsponsored ADR (Singapore),,,,,,,,,,,,F
SRI,Stoneridge Inc.,Stoneridge,Autos,"Stoneridge Inc acts as a manufacturer of electrical and electronic components used in automotive vehicles. It produces instrumentation systems, vehicle management electronics, application-specific switches and actuators, security alarms and others.",,Jonathan B. DeGaynor,New York Stock Exchange,762244310.0,Consumer Cyclical,Consumer Cyclical,Auto Parts,Autos,F
SRL,Scully Royalty Ltd. Common Shares,,,,,,,,,,,,F
SRLN,SPDR Blackstone Senior Loan ETF,,,,,,,,,,,,F
SRNE,Sorrento Therapeutics Inc.,Sorrento Therapeutics,Biotechnology,Sorrento Therapeutics Inc is a biotechnology company focused on the development of novel immunotherapies for oncology and autoimmune/inflammation diseases.,,Henry Ji,NASDAQ Capital Market,245772935.0,Healthcare,Healthcare,Biotechnology,,F
SRPT,Sarepta Therapeutics Inc.,Sarepta Therapeutics,Biotechnology,Sarepta Therapeutics Inc is a biotechnology company. It uses proprietary RNA-targeted technology platforms for developing pharmaceutical products to address serious diseases.,,Douglas S. Ingram,Nasdaq Global Select,9438836890.0,Healthcare,Healthcare,Biotechnology,,F
SRRK,Scholar Rock Holding Corporation,Scholar Rock Holding,Biotechnology,"Scholar Rock Holding Corp is a biopharmaceutical company. It is engaged in the discovery and development of innovative medicines for the treatment of serious diseases including neuromuscular disorders, cancer, fibrosis, and anemia.",,Nagesh K. Mahanthappa,Nasdaq Global Select,465888547.0,Healthcare,Healthcare,Biotechnology,,F
SRS,ProShares UltraShort Real Estate,,,,,,,,,,,,F
SRT,StarTek Inc.,StarTek,Business Services,"StarTek Inc is a provider of business process outsourcing services. Its services include customer care, sales support, inbound sales, complex order processing, accounts receivable management, technical and product support, up-sell and cross-sell.",,,New York Stock Exchange,289323511.0,Industrials,Industrials,Business Services,,F
SRTS,Sensus Healthcare Inc.,Sensus Healthcare,Medical Devices,"Sensus Healthcare Inc is a manufacturer of superficial radiation therapy devices. The Company's products and services include SRT-100, SRT-100 Vision, and Sentinel service program.",,Joseph Sardano,NASDAQ Capital Market,123874135.0,Healthcare,Healthcare,Medical Devices,,F
SRTY,ProShares UltraPro Short Russell2000,,,,,,,,,,,,F
SRV,Cushing MLP & Infrastructure Total Return Fund,Cushing MLP & Infrastructure Total Return Fund,Asset Management,"Cushing Mlp Total Return Fund is a non-diversified, closed-end management investment company with an investment objective of seeking a high after-tax total return from a combination of capital appreciation and current income.",,Jerry V. Swank,New York Stock Exchange,68218479.0,Financial Services,Financial Services,Asset Management,,F
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,,,,,,,,,,,,F
SRZN,"Surrozen, Inc. Common Stock",,,,,,,,,,,,F
SSB,South State Corporation,South State,Banks,"South State Corp is a bank holding company. It provides retail and commercial banking services, mortgage lending services, trust and investment services and consumer loans.",,Robert R. Hill,Nasdaq Global Select,2438184192.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
SSBI,Summit State Bank,Summit State Bank,Banks,Summit State Bank is a state-chartered commercial bank which provides banking services to individuals and businesses. It offers depository and lending services to meet the needs of its business and individual clientele.,,Thomas Duryea,NASDAQ Global Market,74496313.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
SSBK,"Southern States Bancshares, Inc. Common Stock",,,,,,,,,,,,F
SSD,Simpson Manufacturing Company Inc.,Simpson Manufacturing Company,Industrial Products,"Simpson Manufacturing Co Inc through its subsidiary designs, engineers and manufactures wood construction products, including connectors, truss plates, fastening systems, fasteners and pre-fabricated shearwalls and concrete construction products.",,Karen W. Colonias,New York Stock Exchange,2585722399.0,Industrials,Industrials,Tools & Accessories,Industrial Products,F
SSDOY,Shiseido Co Ltd Ord American Depositary Shares,,,,,,,,,,,,F
SSEZY,SSE Plc Sponsored ADR (United Kingdom),,,,,,,,,,,,F
SSFI,Day Hagan/Ned Davis Research Smart Sector Fixed Income ETF,,,,,,,,,,,,F
SSG,ProShares UltraShort Semiconductors,ProShares UltraShort Semiconductors,,"The investment seeks daily investment results, before fees and expenses, that correspond to two times the inverse (-2x) of the daily performance of the Dow Jones U.S. SemiconductorsSM Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index seeks to measure the performance of certain companies in the semiconductor sub-sector of the U.S. equity market. The fund is non-diversified.",,,NYSE Arca,6235360.0,,,,,F
SSIC,Silver Spike Investment Corp. Common Stock,,,,,,,,,,,,F
SSKN,Strata Skin Sciences Inc.,Strata Skin Sciences,Medical Instruments & Equipment,Strata Skin Sciences Inc is engaged in developing and commercializing products for the treatment of dermatological disorders.,,Dolev Rafaeli,NASDAQ Capital Market,92224705.0,Healthcare,Healthcare,Medical Instruments & Supplies,Medical Instruments & Equipment,F
SSL,Sasol Ltd. American Depositary Shares,Sasol American Depositary Shares,Oil & Gas - Integrated,"Sasol Ltd is an integrated chemicals and energy company. It operates coal mines and its upstream interests in oil and gas. It products include Automotive lubricants, industrial lubricants, greases, automotive fuels, burner fuels and other.",,Stephen Russell Cornell / Bongani Nqwababa,New York Stock Exchange,19677002634.0,Energy,Energy,Oil & Gas Integrated,Oil & Gas - Integrated,F
SSLY,Syntax Stratified SmallCap ETF,,,,,,,,,,,,F
SSNC,SS&C Technologies Holdings Inc.,SS&C,Application Software,"SS&C Technologies Holdings Inc provides software and software-enabled services including SaaS to the asset and wealth management, alternative investment management, and financial advisory markets.",,William C. Stone,Nasdaq Global Select,13087142342.0,Technology,Technology,Software - Infrastructure,Application Software,F
SSNT,SilverSun Technologies Inc.,SilverSun,Application Software,"SilverSun Technologies Inc is a business application, technology and consulting company. It is engaged in providing strategies and solutions to meet information, technology and business management needs.",,Mark Meller,NASDAQ Capital Market,11161872.0,Technology,Technology,Software - Application,Application Software,F
SSO,ProShares Ultra S&P500,ProShares Ultra S&P500,,"The investment seeks daily investment results, before fees and expenses, that correspond to two times (2x) the daily performance of the S&P 500? Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index is a measure of large-cap U.S. stock market performance. It is a float-adjusted, market capitalization-weighted index of 500 U.S. operating companies and real estate investment trusts selected through a process that factors in criteria such as liquidity, price, market capitalization and financial viability. The fund is non-diversified.",,,NYSE Arca,2243684000.0,,,,,F
SSP,E.W. Scripps Company (The),E.W. Scripps Company (The),Entertainment,"The E W Scripps Co is a media company engaged in television and radio broadcasting. Its operates more than 30 television and radio stations and distributes its content on broadcast, Internet, smartphones and tablets.",,Adam P. Symson,Nasdaq Global Select,1504138856.0,Consumer Cyclical,Consumer Cyclical,Broadcasting - TV,Entertainment,F
SSPX,Janus Henderson US Sustainable EquityETF,,,,,,,,,,,,F
SSPY,Syntax Stratified LargeCap ETF,,,,,,,,,,,,F
SSREY,Swiss Re Ltd Sponsored ADR (Switzerland),,,,,,,,,,,,F
SSRM,SSR Mining Inc.,SSR Mining,Metals & Mining,"SSR Mining Inc is a Vancouver-based mining company focused on the operation, development, exploration and acquisition of precious metal projects. The company is engaged in exploring gold and silver properties.",,Paul Benson,Nasdaq Global Select,1677094740.0,Basic Materials,Basic Materials,Gold,Metals & Mining,F
SSSS,SuRo Capital Corp. Common Stock,,,,,,,,,,,,F
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,,,,,,,,,,,,F
SST,"System1, Inc.",,,,,,,,,,,,F
SSTI,ShotSpotter Inc.,ShotSpotter,Application Software,"ShotSpotter Inc is the leader in gunfire detection and location technology providing the trusted, scalable and reliable gunfire alert and analysis.",,Ralph A. Clark,NASDAQ Capital Market,512734373.0,Technology,Technology,Software - Application,Application Software,F
SSTK,Shutterstock Inc.,Shutterstock,Online Media,"Shutterstock Inc operates marketplace and provides commercial digital imagery including licensed photographs, vectors, illustrations and video clips; and commercial music including music tracks and sound effects.",,Jonathan Oringer,New York Stock Exchange,1390265898.0,Technology,Technology,Internet Content & Information,Online Media,F
SSU,SIGNA Sports United N.V.,,,,,,,,,,,,F
SSUMY,Sumitomo Corp American Depositary Shares,,,,,,,,,,,,F
SSUS,Day Hagan Ned Davis Research Smart Sector ETF,,,,,,,,,,,,F
SSXU,Day Hagan/Ned Davis Research Smart Sector International ETF,,,,,,,,,,,,F
SSY,SunLink Health Systems Inc.,SunLink Health Systems,Health Care Providers,"SunLink Health Systems Inc provides healthcare services. It, through its subsidiaries, owns and operate nearly 80-licensed-bed, acute care hospitals, and nursing home. It also offers pharmacy products and services.",,Robert M. Thornton,NYSE American,8435036.0,Healthcare,Healthcare,Medical Care,Health Care Providers,F
SSYS,Stratasys Ltd.,Stratasys,Computer Hardware,Stratasys Ltd provides additive manufacturing solutions for the creation of parts used in the processes of designing and manufacturing products and for the direct manufacture of end parts. It offers 3D printers and 3D production systems.,,Ilan Levin,Nasdaq Global Select,1420045900.0,Technology,Technology,Computer Systems,Computer Hardware,F
ST,Sensata Technologies Holding plc,Sensata Holding plc,Computer Hardware,"Sensata Technologies Holding N.V. is an industrial technology company. It produces sensors and controls for applications in automotive systems, thermal circuit breakers in aircraft and bimetal current and temperature control devices in electric motors.",,Martha N Sullivan,New York Stock Exchange,7829780180.0,Technology,Technology,Scientific & Technical Instruments,Computer Hardware,F
STAA,STAAR Surgical Company,STAAR Surgical Company,Medical Instruments & Equipment,"Staar Surgical along with its subsidiaries designs, develops, manufactures and sells implantable lenses and delivery systems for the eye. The Company develops, produces, and markets intraocular lenses.",,Caren L. Mason,NASDAQ Global Market,1571302378.0,Healthcare,Healthcare,Medical Instruments & Supplies,Medical Instruments & Equipment,F
STAF,Staffing 360 Solutions Inc.,Staffing 360 Solutions,Employment Services,"Staffing 360 Solutions Inc is an international staffing company engaged in the acquisition of United States and United Kingdom based staffing companies. It pursues spectrum of staffing companies supporting accounting,IT engineering, administration.",,Brendan Flood,NASDAQ Capital Market,13222537.0,Industrials,Industrials,Staffing & Outsourcing Services,Employment Services,F
STAG,Stag Industrial Inc.,Stag Industrial,REITs,"Stag Industrial Inc is an industrial real estate company focused on the acquisition, ownership and management of single-tenant industrial buildings throughout the United States.",,Benjamin S. Butcher,New York Stock Exchange,3003276828.0,Real Estate,Real Estate,REIT - Industrial,REITs,F
STAR,iStar Inc.,iStar,REITs,"iStar Inc finances, invests, and develops real estate and its related projects. The company operates manages a portfolio of senior and subordinated loans, provides lease transactions across various property types, invests in properties, and sells land.",,Jay Sugarman,New York Stock Exchange,658801327.0,Real Estate,Real Estate,REIT - Diversified,REITs,F
STBA,S&T Bancorp Inc.,S&T Bancorp,Banks,"S&T Bancorp Inc provides banking products and services. The company's products and services include commercial banking, cash management, trust & brokerage and insurance.",,Todd D. Brice,Nasdaq Global Select,1351283731.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
STBFY,Suntory Beverage & Food Ltd American Depositary Shares (Unsponsored)(Japan),,,,,,,,,,,,F
STBX,Starbox Group Holdings Ltd. Ordinary Shares,,,,,,,,,,,,F
STC,Stewart Information Services Corporation,Stewart Information Services,Insurance - Property & Casualty,"Stewart Information Services Corp is a title insurance and real estate service company. It is engaged in offering products and services through its direct operations, network of approved agencies and other companies.",,Matthew W. Morris,New York Stock Exchange,997469460.0,Financial Services,Financial Services,Insurance - Property & Casualty,,F
STCE,Schwab Crypto Thematic ETF,,,,,,,,,,,,F
STCN,Steel Connect Inc.,Steel Connect,Transportation & Logistics,"Steel Connect Inc, formerly known as ModusLink Global Solutions Inc provides supply chain management and marketing distribution services. The company develops and offers products and services to companies that are focused on e-commerce.",,Warren G. Lichtenstein,Nasdaq Global Select,99222194.0,Industrials,Industrials,Integrated Shipping & Logistics,Transportation & Logistics,F
STE,STERIS plc,STERIS plc,Medical Instruments & Equipment,"STERIS PLC is a provider of infection prevention and other procedural products and services. The Company's business segments are Healthcare Products, Healthcare Specialty Services, Life Sciences, and Applied Sterilization Technologies.",,Walter M. Rosebrough,New York Stock Exchange,9982035757.0,Healthcare,Healthcare,Medical Instruments & Supplies,Medical Instruments & Equipment,F
STEM,"Stem, Inc.",,,,,,,,,,,,F
STEP,StepStone Group Inc. Class A Common Stock,,,,,,,,,,,,F
STER,Sterling Check Corp. Common Stock,,,,,,,,,,,,F
STET,ST Energy Transition I Ltd.,,,,,,,,,,,,F
STET.U,"ST Energy Transition I Ltd. SAIL securities, each consisting of one Class A ordinary share and one-h",,,,,,,,,,,,F
STEW,"SRH Total Return Fund, Inc.",,,,,,,,,,,,F
STG,Sunlands Online Education Group American Depositary Shares representing Class A,Sunlands Online Education American Depositary Shares representing,Education,Sunlands Online Education Group is engaged in providing online education service in the People's Republic of China. It offers various degree- and diploma-oriented post-secondary courses through its online platforms.,,Tongbo Liu,New York Stock Exchange,944950432.0,Consumer Defensive,Consumer Defensive,Education & Training Services,Education,F
STGF,Merk Stagflation ETF,,,,,,,,,,,,F
STGW,Stagwell Inc. Class A Common Stock,,,,,,,,,,,,F
STIM,Neuronetics Inc.,Neuronetics,Medical Diagnostics & Research,"Neuronetics Inc is a commercial stage medical technology company. It is focused on designing, developing and marketing products that improve the quality of life for patients who suffer from psychiatric disorders.",,Chris Thatcher,NASDAQ Global Market,301664066.0,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research,F
STIP,iShares 0-5 Year TIPS Bond,iShares 0-5 Year TIPS Bond,,"The investment seeks to track the investment results of the Bloomberg Barclays U.S. Treasury Inflation-Protected Securities (TIPS) 0-5 Years Index (Series-L).
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of the inflation-protected public obligations of the U.S. Treasury, commonly known as ""TIPS,"" that have a remaining maturity of less than five years.",,,NYSE Arca,2386604000.0,,,,,F
STIX,"Semantix, Inc. Class A Ordinary Shares",,,,,,,,,,,,F
STK,Columbia Seligman Premium Technology Growth Fund Inc,Columbia Seligman Premium Technology Growth Fund,Asset Management,Columbia Seligman Premium Technology Growth Fund Inc is a closed-end management investment company. Its investment objectives is to seek growth of capital and current income.,,,New York Stock Exchange,309288035.0,Financial Services,Financial Services,Asset Management,,F
STKH,Steakholder Foods Ltd. American Depositary Shares,,,,,,,,,,,,F
STKL,SunOpta Inc.,SunOpta,Consumer Packaged Goods,"SunOpta Inc is engaged in sourcing, processing and packaging of natural, organic and specialty food products. The company also produces, distributes and recycles industrial minerals, silica-free abrasives and speciality sands.",,David J. Colo,Nasdaq Global Select,365380747.0,Consumer Defensive,Consumer Defensive,Packaged Foods,Consumer Packaged Goods,F
STKS,The ONE Group Hospitality Inc.,The ONE Hospitality,Restaurants,"The One Group Hospitality Inc is a hospitality company that develops and operates upscale, high-energy restaurants and lounges and provides turn-key food and beverage services for hospitality venues including hotels, casinos and other locations.",,Emanuel N. Hilario,NASDAQ Capital Market,85900286.0,Consumer Cyclical,Consumer Cyclical,Restaurants,,F
STLA,Stellantis N.V.,,,,,,,,,,,,F
STLD,Steel Dynamics Inc.,Steel Dynamics,Steel,"Steel Dynamics Inc is a steel producers and metal recycler in the United States. The company produces steel sheet products, long products and steel finishing products. It also operates metals recycling and steel fabrication business.",,Mark D. Millett,Nasdaq Global Select,8502614451.0,Basic Materials,Basic Materials,Steel,,F
STLG,iShares Factors US Growth Style ETF,,,,,,,,,,,,F
STLV,iShares Factors US Value Style ETF,,,,,,,,,,,,F
STM,STMicroelectronics N.V.,STMicroelectronics N.V.,Semiconductors,"STMicroelectronics NV is a semiconductor company. It designs, develops, manufactures and markets semiconductor products used in different microelectronic applications, including automotive products, consumer products and control systems and others.",,Jean-Marc Chery,New York Stock Exchange,14052686439.0,Technology,Technology,Semiconductors,,F
STN,Stantec Inc,Stantec,Engineering & Construction,"Stantec Inc provides professional services in the area of infrastructure and facilities for clients in the public and private sectors. The company's services include planning, engineering, architecture, interior design, surveying and project management.",,Gordon A. Johnston,New York Stock Exchange,2666744903.0,Industrials,Industrials,Engineering & Construction,,F
STNC,Stance Equity ESG Large Cap Core ETF,,,,,,,,,,,,F
STNE,StoneCo Ltd.,StoneCo,Application Software,,,Thiago dos Santos Piau,Nasdaq Global Select,6308955147.0,Technology,Technology,Software - Application,Application Software,F
STNG,Scorpio Tankers Inc.,Scorpio Tankers,Transportation & Logistics,"Scorpio Tankers Inc acts as a provider in the transportation of refined petroleum products. The company operates its vessels in the Scorpio LR2 Pool, Scorpio Aframax Pool, Scorpio Panamax Pool, Scorpio MR Pool, and Scorpio Handymax Pool.",,Emanuele A. Lauro,New York Stock Exchange,92964027.0,Industrials,Industrials,Shipping & Ports,Transportation & Logistics,F
STOK,"Stoke Therapeutics, Inc. Common Stock",,,,,,,,,,,,F
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,,,,,,,,,,,,F
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,,"The investment seeks to provide total return that closely corresponds, before fees and expenses, to the total return of the ICE BofAML 1-5 Year US Inflation-Linked Treasury Index.
 The fund invests at least 80% of its total assets (exclusive of collateral held from securities lending) in the component securities of the ICE BofAML 1-5 Year US Inflation-Linked Treasury Index (the ""underlying index""). The underlying index is an unmanaged index comprised of Treasury Inflation-Protected Securities (""TIPS"") with a maturity of at least 1 year and less than 5 years.",,,NYSE Arca,801677200.0,,,,,F
STR,Sitio Royalties Corp.,,,,,,,,,,,,F
STRA,Strategic Education Inc.,Strategic Education,Education,"Strayer Education Inc provides academic programs through Strayer University. It offers undergraduate and graduate degrees in the fields including business administration, accounting, information technology, and health services administration.",,Karl McDonnell,Nasdaq Global Select,2465523497.0,Consumer Defensive,Consumer Defensive,Education & Training Services,Education,F
STRC,Sarcos Technology and Robotics Corporation Common Stock,,,,,,,,,,,,F
STRE,"Supernova Partners Acquisition Company III, Ltd.",,,,,,,,,,,,F
STRE.U,"Supernova Partners Acquisition Company III, Ltd. Units, each consisting of one Class A ordinary shar",,,,,,,,,,,,F
STRL,Sterling Construction Company Inc,Sterling Construction Company,Engineering & Construction,Sterling Construction Co Inc is a civil construction company. The company operates through its subsidiaries in construction of buildings and reconstruction of transportation and water infrastructure projects.,,Joseph A. Cutillo,Nasdaq Global Select,355678158.0,Industrials,Industrials,Engineering & Construction,,F
STRM,Streamline Health Solutions Inc.,Streamline Health Solutions,Application Software,Streamline Health Solutions Inc is a provider of transformational data-driven solutions for healthcare organizations. The company provides computer software-based solutions through its Looking Glass platform.,,David William Sides,NASDAQ Capital Market,25079118.0,Technology,Technology,Health Information Services,Application Software,F
STRO,Sutro Biopharma Inc.,Sutro Biopharma,Biotechnology,,,William J. Newell,NASDAQ Global Market,237621114.0,Healthcare,Healthcare,Biotechnology,,F
STRR,"Star Equity Holdings, Inc. Common Stock",,,,,,,,,,,,F
STRRP,"Star Equity Holdings, Inc. Series A Cumulative Perpetual Preferred Stock",,,,,,,,,,,,F
STRS,Stratus Properties Inc.,Stratus Properties,Real Estate Services,"Stratus Properties Inc is a diversified real estate company which is engaged in the acquisition, entitlement, development, management, operation, and sale of commercial, hotel, entertainment, and residential real estate properties.",,William H. Armstrong,Nasdaq Global Select,195944880.0,Real Estate,Real Estate,Real Estate - General,Real Estate Services,F
STRT,STRATTEC SECURITY CORPORATION,STRATTEC SECURITY,Autos,"Strattec Security Corp designs, develops, manufactures and markets mechanical locks, electronically enhanced locks and keys. It also produces ignition lock housings; access control products, including latches, power sliding door systems,and door handles.",,Frank J. Krejci,NASDAQ Global Market,118543300.0,Consumer Cyclical,Consumer Cyclical,Auto Parts,Autos,F
STRV,Strive 500 ETF,,,,,,,,,,,,F
STSA,"Satsuma Pharmaceuticals, Inc. Common Stock",,,,,,,,,,,,F
STSS,Sharps Technology Inc. Common Stock,,,,,,,,,,,,F
STT,State Street Corporation,State Street,Asset Management,"State Street Corporation is a financial holding company operating through Investment Servicing and Investment Management business. It provides services to mutual funds, corporate and public retirement plans, insurance companies, foundations, endowments.",,Ronald P. O'Hanley,New York Stock Exchange,26904027526.0,Financial Services,Financial Services,Asset Management,,F
STTK,"Shattuck Labs, Inc. Common Stock",,,,,,,,,,,,F
STTSY,Straits Trading Company Limited (The) Unsponsored ADR (Singapore),,,,,,,,,,,,F
STVN,Stevanato Group S.p.A.,,,,,,,,,,,,F
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,STARWOOD PROPERTY TRUST Starwood Property Trust,REITs,"Starwood Property Trust Inc finances, manages and invests in commercial mortgage loans and other commercial real estate debt investments, commercial mortgage-backed securities, and other commercial real estate-related debt investments.",,Barry S. Sternlicht,New York Stock Exchange,6054988523.0,Real Estate,Real Estate,REIT - Diversified,REITs,F
STX,Seagate Technology PLC,Seagate Technology PLC,Computer Hardware,"Seagate Technology PLC is a producer of hard disk drives (HDD) globally. It designs, develops, and manufactures a broad range of HDDs used in desktop PC, notebook PC, game consoles, digital video recorders, and enterprise storage markets.",,William David Mosley,Nasdaq Global Select,12788911212.0,Technology,Technology,Data Storage,Computer Hardware,F
STXS,"Stereotaxis, Inc. Common Stock",,,,,,,,,,,,F
STZ,Constellation Brands Inc.,Constellation Brands,Beverages - Alcoholic,"Constellation Brands Inc is engaged in the beverage industry. Its core products are alcoholic drinks such as beers, wines and other spirits.",,Robert Sands,New York Stock Exchange,33065128712.0,Consumer Defensive,Consumer Defensive,Beverages - Wineries & Distilleries,Beverages - Alcoholic,F
SU,Suncor Energy Inc.,Suncor Energy,Oil & Gas - Integrated,"Suncor Energy Inc is a Canadian integrated energy company. It operations include oil sands development and upgrading, offshore oil and gas production, petroleum refining, product marketing and a renewable energy portfolio.",,Steven W. Williams,New York Stock Exchange,52185932817.0,Energy,Energy,Oil & Gas Integrated,Oil & Gas - Integrated,F
SUAC,ShoulderUp Technology Acquisition Corp.,,,,,,,,,,,,F
SUAC.U,"ShoulderUp Technology Acquisition Corp. Units, each consisting of one share of Class A common stock",,,,,,,,,,,,F
SUB,iShares Short-Term National Muni Bond,iShares Short-Term National Muni Bond,,"The investment seeks to track the investment results of the S&P Short Term National AMT-Free Municipal Bond IndexTM.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of the short-term investment-grade segment of the U.S. municipal bond market.",,,NYSE Arca,2152608000.0,,,,,F
SUBCY,Subsea 7 S.A. American Depositary Shares,,,,,,,,,,,,F
SUBS,Fount Subscription Economy ETF,,,,,,,,,,,,F
SUHJY,Sun Hung Kai Pptys Ltd Ord American Depositary Shares,,,,,,,,,,,,F
